Código Ámbito,Ámbito,Código área (M49),Área,Código indicador,Indicador,Código de sexo,Sexo,Código año,Año,Código Elemento,Elemento,Código fuente,Fuente,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2007","2007","6199","Valor","3023","Labour force survey","1000 No.","18.67","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2008","2008","6199","Valor","3023","Labour force survey","1000 No.","23.25","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2009","2009","6199","Valor","3023","Labour force survey","1000 No.","17.96","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2010","2010","6199","Valor","3023","Labour force survey","1000 No.","16.84","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2011","2011","6199","Valor","3023","Labour force survey","1000 No.","8.03","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2012","2012","6199","Valor","3023","Labour force survey","1000 No.","6.29","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2013","2013","6199","Valor","3023","Labour force survey","1000 No.","8.74","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2014","2014","6199","Valor","3023","Labour force survey","1000 No.","7.52","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2015","2015","6199","Valor","3023","Labour force survey","1000 No.","7.03","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2016","2016","6199","Valor","3023","Labour force survey","1000 No.","10.4","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2017","2017","6199","Valor","3023","Labour force survey","1000 No.","13.51","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2018","2018","6199","Valor","3023","Labour force survey","1000 No.","13.79","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2019","2019","6199","Valor","3023","Labour force survey","1000 No.","9.58","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2007","2007","6199","Valor","3023","Labour force survey","1000 No.","339.73","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2008","2008","6199","Valor","3023","Labour force survey","1000 No.","478.19","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2009","2009","6199","Valor","3023","Labour force survey","1000 No.","475.92","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2010","2010","6199","Valor","3023","Labour force survey","1000 No.","474.38","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2011","2011","6199","Valor","3023","Labour force survey","1000 No.","518.24","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2012","2012","6199","Valor","3023","Labour force survey","1000 No.","514.89","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2013","2013","6199","Valor","3023","Labour force survey","1000 No.","442.15","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2014","2014","6199","Valor","3023","Labour force survey","1000 No.","423.29","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2015","2015","6199","Valor","3023","Labour force survey","1000 No.","438.5","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2016","2016","6199","Valor","3023","Labour force survey","1000 No.","450.33","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2017","2017","6199","Valor","3023","Labour force survey","1000 No.","440.27","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2018","2018","6199","Valor","3023","Labour force survey","1000 No.","444.43","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2019","2019","6199","Valor","3023","Labour force survey","1000 No.","450.97","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","008","Albania","21110","Employment in agriculture, forestry and fishing by status of employment, workers not classified","1","Total","2009","2009","6199","Valor","3023","Labour force survey","1000 No.","17.35","X","Cifra de fuentes internacionales","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2008","2008","6199","Valor","3023","Labour force survey","1000 No.","687.76","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2009","2009","6199","Valor","3023","Labour force survey","1000 No.","647.22","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2010","2010","6199","Valor","3023","Labour force survey","1000 No.","625.79","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2011","2011","6199","Valor","3023","Labour force survey","1000 No.","637.79","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2012","2012","6199","Valor","3023","Labour force survey","1000 No.","610.6","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2013","2013","6199","Valor","3023","Labour force survey","1000 No.","571.69","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2014","2014","6199","Valor","3023","Labour force survey","1000 No.","569.45","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2015","2015","6199","Valor","3023","Labour force survey","1000 No.","560.51","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2016","2016","6199","Valor","3023","Labour force survey","1000 No.","539.86","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2017","2017","6199","Valor","3023","Labour force survey","1000 No.","531.86","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2018","2018","6199","Valor","3023","Labour force survey","1000 No.","523.72","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2019","2019","6199","Valor","3023","Labour force survey","1000 No.","510.54","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2020","2020","6199","Valor","3023","Labour force survey","1000 No.","504.14","X","Cifra de fuentes internacionales","Break in series: Methodology revised | Remarks: Data will be revised once more in May or June (for more information, refer to https://ec.europa.eu/eurostat/documents/10186/6246844/LFS-2020-Note-on-German-data.pdf) Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21091","Employment in agriculture, forestry and fishing by status of employment, total","1","Total","2021","2021","6199","Valor","3023","Labour force survey","1000 No.","517.35","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2008","2008","6199","Valor","3023","Labour force survey","1000 No.","316.57","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2009","2009","6199","Valor","3023","Labour force survey","1000 No.","290.79","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2010","2010","6199","Valor","3023","Labour force survey","1000 No.","285.34","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2011","2011","6199","Valor","3023","Labour force survey","1000 No.","290.32","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2012","2012","6199","Valor","3023","Labour force survey","1000 No.","281.89","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2013","2013","6199","Valor","3023","Labour force survey","1000 No.","270.83","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2014","2014","6199","Valor","3023","Labour force survey","1000 No.","271.68","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2015","2015","6199","Valor","3023","Labour force survey","1000 No.","281.63","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2016","2016","6199","Valor","3023","Labour force survey","1000 No.","284.43","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2017","2017","6199","Valor","3023","Labour force survey","1000 No.","284.75","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2018","2018","6199","Valor","3023","Labour force survey","1000 No.","275.19","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2019","2019","6199","Valor","3023","Labour force survey","1000 No.","280.41","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2020","2020","6199","Valor","3023","Labour force survey","1000 No.","278.85","X","Cifra de fuentes internacionales","Break in series: Methodology revised | Remarks: Data will be revised once more in May or June (for more information, refer to https://ec.europa.eu/eurostat/documents/10186/6246844/LFS-2020-Note-on-German-data.pdf) Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21100","Employment in agriculture, forestry and fishing by status of employment, employees","1","Total","2021","2021","6199","Valor","3023","Labour force survey","1000 No.","295.15","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2008","2008","6199","Valor","3023","Labour force survey","1000 No.","371.19","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2009","2009","6199","Valor","3023","Labour force survey","1000 No.","356.43","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2010","2010","6199","Valor","3023","Labour force survey","1000 No.","340.45","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2011","2011","6199","Valor","3023","Labour force survey","1000 No.","347.47","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2012","2012","6199","Valor","3023","Labour force survey","1000 No.","328.72","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2013","2013","6199","Valor","3023","Labour force survey","1000 No.","300.86","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2014","2014","6199","Valor","3023","Labour force survey","1000 No.","297.77","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2015","2015","6199","Valor","3023","Labour force survey","1000 No.","278.88","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2016","2016","6199","Valor","3023","Labour force survey","1000 No.","255.43","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2017","2017","6199","Valor","3023","Labour force survey","1000 No.","247.11","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2018","2018","6199","Valor","3023","Labour force survey","1000 No.","248.52","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2019","2019","6199","Valor","3023","Labour force survey","1000 No.","230.13","X","Cifra de fuentes internacionales","Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2020","2020","6199","Valor","3023","Labour force survey","1000 No.","225.29","X","Cifra de fuentes internacionales","Break in series: Methodology revised | Remarks: Data will be revised once more in May or June (for more information, refer to https://ec.europa.eu/eurostat/documents/10186/6246844/LFS-2020-Note-on-German-data.pdf) Repository: Eurostat special tabulation"
"OEA","Indicadores de empleo: Agricultura","276","Alemania","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","1","Total","2021","2021","6199","Valor","3023","Labour force survey","1000 No.","222.2","X","Cifra de fuentes internacionales","Break in series: Methodology revised Repository: Eurostat special tabulation"
